id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects,ad_group,recall_ad,post_trust_vaccine,post_concern_side_effects,vaccine_uptake,vaccine_uptake_status
1531,26,Male,High school,<30k,Suburban,Canada,5,3,Emotion,No,2,3,No,0
1533,20,Female,Bachelor's,<30k,Urban,Nigeria,1,4,Emotion,No,5,1,No,0
1534,53,Female,High school,30k–60k,Suburban,UK,5,2,Reason,No,2,5,Yes,1
1536,22,Male,High school,100k+,Urban,USA,3,5,Control,No,2,3,No,0
1537,19,Male,Master's,30k–60k,Rural,Brazil,3,1,Reason,No,4,1,No,0
1538,40,Male,Master's,<30k,Urban,Nigeria,4,2,Reason,No,3,4,No,0
1539,21,Female,Bachelor's,30k–60k,Urban,India,2,2,Reason,Yes,4,5,Yes,1
1540,28,Male,Master's,<30k,Urban,USA,1,3,Emotion,Yes,5,2,Yes,1
1541,37,Male,High school,30k–60k,Suburban,UK,4,1,Reason,Yes,3,2,No,0
1542,20,Female,High school,30k–60k,Rural,Brazil,3,3,Control,No,4,4,Yes,1
1543,25,Male,Bachelor's,60k–100k,Suburban,USA,2,4,Reason,Yes,2,1,Yes,1
1544,26,Female,Master's,100k+,Urban,India,1,1,Reason,No,3,4,Yes,1
1545,22,Male,Master's,100k+,Suburban,UK,1,4,Control,No,2,5,No,0
1546,26,Male,Bachelor's,30k–60k,Urban,Brazil,5,5,Emotion,Yes,3,4,Yes,1
1547,76,Female,Bachelor's,<30k,Urban,USA,2,5,Reason,Yes,1,5,No,0
1548,31,Male,Master's,30k–60k,Urban,Nigeria,4,4,Control,No,5,3,No,0
1549,30,Female,Bachelor's,100k+,Suburban,USA,5,5,Control,No,5,5,Yes,1
1550,19,Male,Bachelor's,100k+,Urban,India,2,1,Emotion,No,5,4,Yes,1
1551,21,Female,Bachelor's,<30k,Suburban,Canada,1,3,Reason,Yes,2,3,No,0
1552,34,Male,High school,<30k,Suburban,Nigeria,4,2,Reason,No,5,2,No,0
1553,23,Female,Bachelor's,30k–60k,Suburban,India,2,1,Control,No,2,5,Yes,1
1554,32,Female,Bachelor's,100k+,Suburban,Nigeria,2,5,Control,No,5,1,No,0
1555,47,Male,Master's,60k–100k,Rural,USA,2,1,Emotion,No,4,2,Yes,1
1556,43,Female,Master's,30k–60k,Urban,UK,4,1,Emotion,No,2,4,Yes,1
1557,79,Male,Master's,<30k,Urban,Nigeria,4,5,Control,No,3,3,Yes,1
1558,78,Male,Master's,<30k,Urban,Nigeria,3,4,Emotion,No,4,5,Yes,1
1559,32,Female,Bachelor's,<30k,Rural,USA,2,4,Emotion,No,5,3,Yes,1
1560,29,Female,High school,100k+,Rural,Nigeria,1,2,Reason,No,4,5,Yes,1
1561,19,Female,Master's,60k–100k,Urban,UK,3,4,Emotion,Yes,4,1,Yes,1
1562,32,Male,Bachelor's,<30k,Urban,Brazil,2,5,Reason,Yes,3,2,No,0
1564,34,Female,High school,<30k,Urban,USA,2,2,Emotion,Yes,1,1,Yes,1
1565,21,Female,Bachelor's,30k–60k,Rural,India,2,4,Control,No,1,1,Yes,1
1566,63,Female,High school,60k–100k,Urban,UK,2,1,Control,No,5,4,No,0
1567,27,Male,High school,30k–60k,Rural,USA,2,2,Reason,No,5,5,No,0
1568,29,Female,Master's,<30k,Rural,Brazil,5,3,Reason,Yes,5,5,Yes,1
1569,27,Female,High school,<30k,Suburban,Nigeria,3,3,Reason,No,5,1,No,0
1570,40,Female,Doctorate,100k+,Urban,Canada,3,3,Control,No,4,1,Yes,1
1571,28,Female,Bachelor's,30k–60k,Urban,India,3,3,Emotion,Yes,5,1,No,0
1572,48,Male,High school,30k–60k,Suburban,Other,4,2,Emotion,No,4,1,No,0
1573,37,Female,High school,60k–100k,Suburban,Nigeria,2,3,Reason,Yes,4,1,No,0
1574,34,Female,Bachelor's,100k+,Urban,India,5,4,Emotion,No,4,2,Yes,1
1575,23,Female,High school,<30k,Rural,USA,4,3,Control,No,4,2,No,0
1576,27,Male,Bachelor's,30k–60k,Suburban,India,5,1,Reason,Yes,5,2,Yes,1
1577,19,Male,High school,<30k,Rural,Nigeria,2,4,Reason,Yes,1,2,Yes,1
1578,46,Female,Bachelor's,60k–100k,Rural,Nigeria,4,2,Reason,Yes,4,3,Yes,1
1580,48,Male,Bachelor's,<30k,Rural,India,3,2,Emotion,No,3,2,Yes,1
1581,28,Female,Doctorate,<30k,Suburban,USA,2,5,Control,No,2,1,No,0
1582,47,Male,Bachelor's,30k–60k,Suburban,Nigeria,4,1,Emotion,No,4,4,Yes,1
1583,23,Male,Doctorate,100k+,Urban,India,3,2,Control,No,1,4,Yes,1
1584,53,Female,Bachelor's,100k+,Urban,Canada,1,2,Reason,No,3,4,No,0
1585,31,Male,High school,100k+,Urban,Other,4,2,Control,No,4,2,Yes,1
1587,41,Female,Bachelor's,60k–100k,Suburban,India,5,3,Emotion,No,3,2,Yes,1
1588,59,Male,Bachelor's,100k+,Suburban,UK,4,2,Control,No,2,3,Yes,1
1589,33,Female,Master's,100k+,Suburban,USA,2,1,Control,No,3,5,Yes,1
1590,30,Male,Bachelor's,30k–60k,Suburban,Brazil,3,1,Emotion,No,2,4,Yes,1
1591,47,Female,Bachelor's,30k–60k,Suburban,UK,3,3,Control,No,1,3,No,0
1592,41,Female,High school,30k–60k,Suburban,India,5,5,Reason,No,4,3,Yes,1
1593,30,Male,Master's,<30k,Urban,USA,2,3,Reason,No,2,3,No,0
1594,47,Female,High school,30k–60k,Urban,USA,3,5,Emotion,No,5,4,Yes,1
1595,58,Male,High school,<30k,Urban,Canada,1,4,Control,No,2,5,No,0
1596,21,Female,High school,60k–100k,Urban,USA,1,4,Control,No,3,4,Yes,1
1598,28,Female,Bachelor's,100k+,Urban,USA,3,2,Emotion,Yes,5,2,Yes,1
1600,27,Male,Doctorate,30k–60k,Suburban,USA,5,3,Reason,Yes,5,1,Yes,1
1601,22,Male,High school,30k–60k,Urban,Brazil,5,3,Control,No,1,5,No,0
1603,20,Male,High school,30k–60k,Urban,India,4,2,Control,No,3,4,No,0
1604,47,Male,Bachelor's,100k+,Rural,Brazil,1,2,Reason,Yes,3,5,No,0
1605,58,Female,Bachelor's,60k–100k,Urban,Nigeria,5,1,Reason,No,1,4,Yes,1
1606,39,Non-binary,Master's,100k+,Rural,Brazil,2,1,Reason,No,5,3,No,0
1607,23,Male,High school,100k+,Urban,USA,2,3,Control,No,4,3,No,0
1608,55,Male,High school,100k+,Urban,UK,3,3,Emotion,Yes,1,5,Yes,1
1609,37,Male,Bachelor's,100k+,Suburban,Nigeria,2,2,Reason,Yes,4,4,No,0
1610,21,Female,Master's,30k–60k,Suburban,Nigeria,4,3,Reason,No,3,3,Yes,1
1611,43,Male,Master's,30k–60k,Urban,UK,4,2,Control,No,1,5,No,0
1612,35,Male,Bachelor's,<30k,Suburban,India,2,3,Control,No,5,3,Yes,1
1613,38,Female,High school,<30k,Urban,USA,3,3,Control,No,5,3,Yes,1
1614,42,Female,Bachelor's,100k+,Urban,Brazil,4,5,Emotion,Yes,3,5,Yes,1
1615,47,Male,High school,30k–60k,Suburban,UK,2,5,Control,No,5,1,No,0
1616,32,Male,Bachelor's,100k+,Rural,India,3,1,Control,No,5,3,No,0
1617,52,Female,Bachelor's,30k–60k,Urban,Canada,4,4,Reason,No,5,1,No,0
1618,35,Male,Master's,100k+,Urban,India,4,1,Emotion,Yes,4,3,Yes,1
1619,30,Male,High school,30k–60k,Suburban,India,4,2,Emotion,No,1,5,No,0
1620,38,Female,Bachelor's,30k–60k,Suburban,UK,5,4,Emotion,Yes,5,1,No,0
1621,23,Female,High school,<30k,Urban,India,2,3,Reason,No,4,4,Yes,1
1622,71,Female,Master's,30k–60k,Rural,Brazil,5,3,Reason,No,5,2,Yes,1
1623,38,Male,High school,<30k,Suburban,USA,3,4,Control,No,1,1,Yes,1
1624,18,Female,Bachelor's,100k+,Urban,India,1,2,Reason,No,3,1,No,0
1625,32,Female,High school,<30k,Suburban,USA,5,2,Reason,No,5,2,Yes,1
1626,36,Male,Master's,60k–100k,Rural,USA,4,4,Emotion,No,2,5,Yes,1
1627,34,Male,Master's,60k–100k,Suburban,Other,2,3,Control,No,1,2,No,0
1628,35,Female,Master's,100k+,Suburban,Canada,1,1,Emotion,Yes,5,3,Yes,1
1629,62,Male,Doctorate,60k–100k,Urban,UK,4,4,Control,No,2,2,No,0
1630,49,Male,Master's,<30k,Urban,Brazil,3,3,Emotion,Yes,4,5,No,0
1631,53,Female,Bachelor's,60k–100k,Urban,Nigeria,5,3,Control,No,2,1,Yes,1
1633,43,Male,High school,100k+,Urban,USA,4,1,Reason,No,2,2,Yes,1
1635,43,Male,Bachelor's,30k–60k,Suburban,UK,3,1,Control,No,3,2,Yes,1
1636,68,Female,Master's,<30k,Rural,India,4,2,Emotion,No,2,1,Yes,1
1637,47,Non-binary,Master's,<30k,Rural,UK,4,3,Emotion,No,2,4,Yes,1
1638,25,Female,Bachelor's,60k–100k,Urban,UK,3,4,Emotion,No,5,4,No,0
1639,48,Male,High school,<30k,Urban,UK,1,4,Control,No,1,1,Yes,1
1640,43,Male,Master's,60k–100k,Suburban,UK,3,1,Control,No,1,2,Yes,1
1641,21,Female,Bachelor's,<30k,Urban,India,4,2,Reason,No,3,3,No,0
1642,28,Female,Master's,<30k,Suburban,India,4,4,Control,No,5,1,No,0
1643,42,Female,Master's,30k–60k,Suburban,Brazil,3,2,Emotion,No,2,2,Yes,1
1644,20,Male,Doctorate,<30k,Urban,India,5,1,Control,No,5,2,No,0
1645,50,Male,Master's,<30k,Urban,USA,3,2,Control,No,3,2,No,0
1647,32,Female,Master's,100k+,Rural,Brazil,5,5,Control,No,1,2,Yes,1
1648,37,Female,Bachelor's,60k–100k,Rural,USA,5,5,Control,No,2,3,No,0
1649,52,Female,Master's,100k+,Urban,India,5,4,Reason,No,5,3,Yes,1
1650,30,Female,High school,30k–60k,Rural,Nigeria,1,3,Reason,No,5,4,No,0
1651,33,Female,High school,30k–60k,Urban,USA,1,4,Emotion,No,2,5,Yes,1
1652,29,Female,Doctorate,100k+,Suburban,Nigeria,1,3,Reason,No,1,1,Yes,1
1653,30,Female,Doctorate,<30k,Urban,Nigeria,1,3,Control,No,1,4,No,0
1654,61,Female,High school,<30k,Urban,Canada,4,5,Emotion,Yes,2,4,Yes,1
1655,42,Male,High school,60k–100k,Rural,India,2,5,Control,No,1,5,No,0
1656,29,Female,Master's,30k–60k,Urban,Brazil,5,4,Control,No,5,4,Yes,1
1657,59,Female,Master's,<30k,Urban,Canada,4,4,Emotion,Yes,3,3,Yes,1
1658,70,Non-binary,Bachelor's,30k–60k,Urban,India,4,4,Reason,No,2,5,Yes,1
1659,21,Female,Master's,<30k,Urban,Canada,5,1,Control,No,2,2,No,0
1660,50,Male,High school,100k+,Suburban,Brazil,2,4,Reason,Yes,1,5,No,0
1661,24,Female,Bachelor's,<30k,Suburban,India,4,2,Emotion,Yes,3,1,Yes,1
1662,55,Male,High school,30k–60k,Urban,Nigeria,2,2,Emotion,Yes,5,3,Yes,1
1663,50,Non-binary,Master's,60k–100k,Urban,India,3,5,Control,No,5,2,No,0
1664,22,Female,Bachelor's,<30k,Suburban,Canada,2,2,Reason,No,5,4,Yes,1
1665,51,Male,Bachelor's,30k–60k,Urban,USA,4,4,Control,No,3,4,Yes,1
1666,20,Female,Master's,<30k,Rural,USA,4,4,Emotion,No,2,2,Yes,1
1667,31,Female,Bachelor's,30k–60k,Suburban,USA,2,5,Emotion,Yes,5,4,Yes,1
1668,30,Female,Bachelor's,<30k,Urban,India,4,5,Emotion,No,5,3,Yes,1
1669,20,Male,Doctorate,<30k,Urban,India,2,1,Reason,Yes,4,4,Yes,1
1670,23,Female,Bachelor's,100k+,Suburban,USA,3,1,Emotion,Yes,5,4,Yes,1
1672,60,Female,Master's,30k–60k,Urban,India,3,2,Control,No,4,5,Yes,1
1674,26,Female,Bachelor's,<30k,Urban,India,3,3,Emotion,No,5,1,Yes,1
1675,55,Female,Master's,<30k,Suburban,USA,1,2,Control,No,3,5,No,0
1676,20,Female,High school,60k–100k,Urban,Brazil,3,2,Control,No,3,2,Yes,1
1677,24,Female,Bachelor's,30k–60k,Suburban,India,1,3,Emotion,No,3,3,Yes,1
1678,43,Male,Master's,60k–100k,Urban,Brazil,3,4,Emotion,No,2,4,No,0
1679,26,Female,Bachelor's,100k+,Suburban,India,5,3,Emotion,Yes,5,3,Yes,1
1680,41,Female,Master's,<30k,Urban,India,2,4,Reason,No,5,4,No,0
1682,57,Female,Master's,30k–60k,Urban,India,3,3,Emotion,No,5,4,Yes,1
1683,23,Male,High school,30k–60k,Rural,India,2,3,Reason,Yes,3,1,Yes,1
1684,26,Male,High school,<30k,Urban,India,3,3,Control,No,5,5,No,0
1685,43,Male,Master's,<30k,Suburban,USA,4,4,Control,No,4,1,No,0
1686,63,Female,Bachelor's,30k–60k,Urban,India,3,4,Emotion,No,1,5,Yes,1
1687,37,Female,Master's,60k–100k,Urban,Nigeria,3,4,Control,No,1,3,No,0
1688,52,Male,Doctorate,<30k,Urban,USA,1,3,Control,No,2,1,Yes,1
1689,42,Male,High school,60k–100k,Urban,Nigeria,4,2,Control,No,5,2,No,0
1690,21,Female,Master's,<30k,Rural,USA,3,1,Reason,Yes,5,5,Yes,1
1691,22,Male,Master's,<30k,Rural,USA,3,3,Emotion,Yes,1,2,Yes,1
1692,37,Male,Bachelor's,<30k,Suburban,Brazil,4,2,Control,No,2,1,No,0
1693,20,Male,Bachelor's,60k–100k,Urban,USA,2,2,Control,No,5,5,Yes,1
1694,33,Female,High school,<30k,Urban,India,2,4,Emotion,No,5,2,No,0
1695,21,Female,Master's,60k–100k,Suburban,USA,2,1,Reason,No,4,2,No,0
1696,34,Female,High school,100k+,Suburban,USA,1,3,Reason,Yes,2,5,No,0
1697,48,Female,High school,100k+,Urban,India,3,4,Emotion,Yes,4,4,No,0
1699,41,Female,Master's,30k–60k,Urban,Nigeria,1,3,Reason,Yes,3,2,Yes,1
1700,51,Male,Master's,<30k,Suburban,Other,5,3,Reason,Yes,3,5,Yes,1
1701,36,Male,High school,100k+,Suburban,India,3,2,Reason,No,1,5,Yes,1
1703,34,Female,High school,30k–60k,Suburban,India,5,3,Emotion,No,3,1,Yes,1
1706,23,Male,High school,30k–60k,Urban,India,2,2,Emotion,Yes,5,4,No,0
1707,42,Female,Bachelor's,100k+,Urban,USA,2,1,Control,No,4,4,Yes,1
1708,27,Male,Bachelor's,<30k,Urban,India,5,3,Control,No,4,1,Yes,1
1709,51,Male,Bachelor's,60k–100k,Urban,Nigeria,4,3,Reason,No,1,2,No,0
1710,46,Male,Master's,<30k,Urban,USA,5,2,Control,No,1,2,No,0
1711,34,Male,Master's,<30k,Suburban,USA,4,4,Reason,No,3,2,No,0
1712,22,Male,Master's,30k–60k,Suburban,Nigeria,4,1,Reason,Yes,5,3,Yes,1
1713,30,Female,Bachelor's,<30k,Urban,India,2,3,Emotion,No,1,3,Yes,1
1714,31,Male,High school,60k–100k,Urban,Brazil,4,3,Control,No,5,1,No,0
1715,20,Female,High school,100k+,Suburban,USA,2,4,Control,No,2,4,Yes,1
1716,60,Male,Master's,100k+,Rural,India,5,2,Reason,Yes,1,3,Yes,1
1717,39,Female,Bachelor's,100k+,Suburban,India,3,1,Control,No,2,2,No,0
1718,29,Male,Bachelor's,30k–60k,Rural,Nigeria,1,4,Control,No,4,2,No,0
1720,76,Female,Master's,<30k,Urban,USA,1,5,Emotion,No,2,4,No,0
1721,28,Male,High school,30k–60k,Urban,India,4,4,Emotion,Yes,1,3,Yes,1
1722,40,Female,Master's,<30k,Urban,USA,3,3,Control,No,1,2,No,0
1723,29,Female,Master's,30k–60k,Suburban,Other,2,4,Control,No,2,5,Yes,1
1724,22,Male,High school,<30k,Urban,Brazil,2,4,Control,No,5,2,Yes,1
1725,46,Male,Doctorate,<30k,Urban,USA,2,5,Emotion,Yes,1,1,No,0
1726,42,Female,Master's,<30k,Urban,Other,3,2,Reason,No,3,5,No,0
1727,60,Non-binary,Bachelor's,60k–100k,Urban,Nigeria,2,4,Reason,No,1,4,No,0
1728,31,Female,High school,100k+,Urban,Other,4,1,Control,No,3,4,Yes,1
1729,20,Female,High school,<30k,Urban,Nigeria,3,2,Emotion,Yes,3,5,Yes,1
1730,59,Male,Bachelor's,100k+,Suburban,UK,4,5,Emotion,No,3,2,Yes,1
1731,77,Female,Bachelor's,100k+,Urban,UK,2,3,Control,No,5,3,No,0
1732,62,Non-binary,Master's,<30k,Suburban,USA,4,2,Reason,Yes,4,1,Yes,1
1734,45,Female,Master's,30k–60k,Suburban,Nigeria,5,4,Reason,Yes,3,4,No,0
1735,47,Male,High school,30k–60k,Urban,Canada,2,4,Control,No,1,3,No,0
1736,30,Female,Bachelor's,30k–60k,Urban,UK,1,4,Control,No,5,3,No,0
1737,38,Female,High school,60k–100k,Urban,Brazil,4,4,Control,No,4,4,Yes,1
1738,72,Male,High school,30k–60k,Suburban,Brazil,3,2,Reason,Yes,4,2,Yes,1
1739,59,Male,High school,60k–100k,Rural,UK,3,2,Reason,Yes,2,4,No,0
1741,27,Male,Bachelor's,100k+,Rural,Nigeria,4,2,Emotion,Yes,4,5,No,0
1742,45,Female,Master's,<30k,Urban,Nigeria,3,5,Emotion,Yes,4,5,No,0
1743,26,Male,Bachelor's,60k–100k,Urban,Canada,4,3,Emotion,Yes,1,3,Yes,1
1745,21,Female,Bachelor's,30k–60k,Rural,Other,4,4,Reason,Yes,5,2,Yes,1
1747,56,Female,Master's,60k–100k,Urban,Brazil,4,3,Control,No,5,3,Yes,1
1750,63,Male,High school,<30k,Suburban,USA,4,5,Emotion,Yes,3,2,Yes,1
1752,21,Male,Master's,60k–100k,Urban,Brazil,4,2,Control,No,3,3,No,0
1753,51,Non-binary,Bachelor's,30k–60k,Urban,UK,2,2,Control,No,4,5,Yes,1
1754,31,Female,High school,30k–60k,Urban,Brazil,2,5,Emotion,No,5,4,No,0
1755,43,Female,Master's,<30k,Suburban,USA,3,2,Emotion,No,1,1,Yes,1
1756,27,Non-binary,High school,<30k,Urban,USA,5,5,Control,No,4,3,Yes,1
1757,21,Female,Master's,60k–100k,Urban,India,3,4,Control,No,5,5,No,0
1758,61,Male,Master's,30k–60k,Urban,Brazil,3,3,Control,No,1,2,Yes,1
1759,30,Female,High school,30k–60k,Suburban,India,5,4,Reason,No,5,4,Yes,1
1760,32,Male,Master's,100k+,Urban,Brazil,4,2,Reason,Yes,5,1,Yes,1
1761,32,Male,High school,30k–60k,Urban,USA,3,2,Emotion,Yes,5,5,Yes,1
1762,30,Female,Bachelor's,30k–60k,Suburban,India,2,4,Emotion,No,3,1,No,0
1763,37,Female,High school,<30k,Suburban,Canada,5,2,Emotion,Yes,3,5,Yes,1
1764,30,Male,Bachelor's,<30k,Suburban,India,4,5,Emotion,Yes,1,2,Yes,1
1765,50,Male,Master's,60k–100k,Urban,USA,3,2,Emotion,No,3,4,Yes,1
1766,21,Non-binary,Doctorate,100k+,Rural,UK,2,1,Control,No,3,3,Yes,1
1767,25,Female,Bachelor's,<30k,Suburban,India,1,5,Reason,No,1,2,No,0
1768,40,Female,Bachelor's,<30k,Urban,Brazil,5,3,Control,No,5,1,No,0
1770,22,Male,Bachelor's,<30k,Suburban,Brazil,4,5,Reason,Yes,3,4,No,0
1772,29,Male,High school,30k–60k,Urban,Nigeria,2,3,Reason,Yes,2,5,Yes,1
1773,49,Female,High school,60k–100k,Rural,Nigeria,4,4,Reason,No,4,1,No,0
1774,24,Male,Bachelor's,30k–60k,Suburban,India,2,2,Reason,Yes,3,4,No,0
1775,26,Male,High school,100k+,Rural,USA,4,3,Emotion,Yes,4,5,Yes,1
1776,59,Male,High school,100k+,Urban,USA,2,2,Reason,Yes,5,5,Yes,1
1777,19,Female,Bachelor's,<30k,Suburban,India,2,2,Emotion,Yes,5,1,Yes,1
1778,22,Male,Bachelor's,<30k,Urban,USA,3,4,Control,No,5,4,No,0
1779,29,Female,Bachelor's,<30k,Rural,USA,4,1,Reason,No,3,2,Yes,1
1780,34,Male,Doctorate,<30k,Urban,India,2,3,Control,No,5,1,No,0
1781,36,Female,Bachelor's,60k–100k,Suburban,Brazil,3,5,Reason,No,2,3,Yes,1
1782,38,Male,Bachelor's,<30k,Urban,Brazil,3,1,Control,No,2,1,Yes,1
1783,30,Male,Master's,30k–60k,Suburban,India,4,3,Emotion,No,5,4,No,0
1784,32,Female,Bachelor's,<30k,Rural,USA,3,3,Control,No,1,1,Yes,1
1785,34,Male,Master's,<30k,Urban,Nigeria,1,5,Reason,Yes,4,4,Yes,1
1786,38,Female,High school,30k–60k,Urban,India,1,1,Reason,Yes,3,2,Yes,1
1787,19,Female,Bachelor's,60k–100k,Suburban,India,1,1,Reason,Yes,2,3,Yes,1
1788,40,Non-binary,High school,60k–100k,Suburban,UK,2,2,Control,No,3,3,Yes,1
1789,40,Female,High school,30k–60k,Urban,Canada,5,1,Emotion,Yes,4,1,Yes,1
1790,20,Female,Master's,30k–60k,Suburban,Nigeria,1,5,Reason,Yes,3,4,Yes,1
1791,37,Male,Bachelor's,<30k,Suburban,Nigeria,2,3,Reason,No,2,5,No,0
1792,38,Female,Bachelor's,100k+,Suburban,Brazil,4,5,Reason,No,3,3,Yes,1
1793,57,Female,Bachelor's,<30k,Suburban,India,5,3,Control,No,3,5,Yes,1
1794,23,Female,Bachelor's,100k+,Suburban,USA,2,4,Reason,Yes,1,3,No,0
1795,45,Male,High school,60k–100k,Urban,India,2,4,Control,No,5,1,No,0
1796,38,Male,Bachelor's,<30k,Rural,Nigeria,3,4,Reason,Yes,1,4,No,0
1797,53,Male,Master's,<30k,Urban,UK,4,4,Emotion,Yes,5,5,No,0
1798,66,Female,High school,30k–60k,Rural,USA,3,4,Reason,No,1,2,Yes,1
1799,19,Female,High school,<30k,Suburban,India,3,3,Reason,No,4,4,Yes,1
1801,28,Female,Master's,30k–60k,Urban,Brazil,2,2,Emotion,No,3,3,Yes,1
1802,74,Male,High school,60k–100k,Urban,USA,5,5,Control,No,2,5,Yes,1
1803,29,Male,Bachelor's,<30k,Urban,Nigeria,1,3,Control,No,5,1,No,0
1804,71,Female,Bachelor's,30k–60k,Urban,Brazil,3,4,Reason,No,4,4,Yes,1
1805,18,Female,Master's,<30k,Suburban,Canada,5,2,Reason,No,3,5,Yes,1
1806,44,Male,Master's,30k–60k,Urban,India,1,4,Control,No,2,2,No,0
1807,57,Female,Master's,<30k,Urban,Nigeria,2,2,Control,No,3,5,No,0
1808,43,Female,Master's,100k+,Urban,India,1,3,Control,No,4,3,No,0
1809,37,Male,Master's,30k–60k,Urban,Nigeria,5,4,Control,No,4,1,Yes,1
1811,19,Female,Bachelor's,<30k,Urban,India,2,4,Control,No,1,4,No,0
1812,18,Non-binary,Bachelor's,100k+,Suburban,USA,5,2,Emotion,No,1,2,No,0
1813,20,Non-binary,Bachelor's,<30k,Suburban,Nigeria,4,1,Emotion,No,1,5,Yes,1
1814,41,Male,Master's,<30k,Suburban,Nigeria,2,3,Control,No,4,5,Yes,1
1815,38,Male,Master's,<30k,Suburban,Other,5,4,Emotion,No,1,4,Yes,1
1816,54,Female,Bachelor's,100k+,Suburban,USA,1,4,Control,No,3,4,Yes,1
1817,27,Male,Bachelor's,<30k,Urban,UK,1,3,Control,No,4,3,Yes,1
1818,39,Female,Bachelor's,100k+,Suburban,USA,3,3,Emotion,Yes,4,5,Yes,1
1820,22,Male,High school,30k–60k,Urban,USA,4,3,Reason,No,5,2,Yes,1
1821,59,Male,High school,100k+,Urban,India,2,2,Emotion,Yes,1,2,Yes,1
1822,27,Female,High school,30k–60k,Suburban,India,1,2,Control,No,2,4,No,0
1823,35,Female,High school,30k–60k,Rural,Nigeria,3,2,Reason,Yes,1,5,Yes,1
1824,36,Female,Bachelor's,<30k,Suburban,Other,1,4,Reason,No,2,2,No,0
1825,22,Female,High school,<30k,Urban,Brazil,4,4,Control,No,1,5,No,0
1826,20,Male,Doctorate,30k–60k,Urban,Brazil,3,4,Control,No,5,3,No,0
1827,62,Male,Master's,100k+,Suburban,Brazil,3,1,Control,No,4,1,No,0
1828,20,Female,High school,100k+,Suburban,India,3,5,Control,No,2,3,No,0
1830,27,Female,Bachelor's,30k–60k,Rural,UK,2,3,Reason,Yes,5,4,No,0
1831,37,Female,Master's,30k–60k,Urban,USA,2,3,Emotion,Yes,5,4,Yes,1
1832,42,Male,Bachelor's,30k–60k,Rural,USA,3,2,Emotion,Yes,1,5,No,0
1833,44,Female,High school,<30k,Urban,India,2,2,Control,No,4,5,Yes,1
1834,61,Male,Bachelor's,100k+,Urban,Other,2,3,Control,No,2,2,Yes,1
1835,38,Female,High school,<30k,Suburban,USA,2,2,Reason,No,4,2,No,0
1837,30,Male,High school,<30k,Suburban,USA,1,2,Control,No,5,3,No,0
1838,22,Male,Bachelor's,30k–60k,Suburban,UK,3,5,Emotion,Yes,4,1,No,0
1839,37,Male,High school,30k–60k,Urban,USA,2,3,Reason,Yes,2,4,Yes,1
1840,36,Female,Bachelor's,<30k,Suburban,India,4,4,Reason,Yes,4,2,Yes,1
1841,31,Male,Master's,<30k,Rural,USA,2,3,Emotion,Yes,1,2,Yes,1
1842,38,Female,Doctorate,30k–60k,Urban,USA,1,2,Emotion,Yes,3,4,Yes,1
1843,48,Male,Bachelor's,<30k,Urban,India,4,4,Emotion,No,5,2,Yes,1
1844,40,Male,Bachelor's,30k–60k,Rural,Nigeria,1,5,Emotion,No,1,2,Yes,1
1845,28,Male,Bachelor's,30k–60k,Suburban,Other,3,3,Control,No,5,2,No,0
1846,21,Male,Bachelor's,30k–60k,Suburban,UK,5,1,Reason,No,4,5,No,0
1847,25,Female,Master's,100k+,Urban,India,4,1,Reason,No,1,3,Yes,1
1848,21,Male,Bachelor's,60k–100k,Urban,USA,1,3,Emotion,Yes,5,3,No,0
1849,22,Male,Bachelor's,30k–60k,Suburban,USA,4,3,Reason,No,3,4,No,0
1850,20,Male,Master's,100k+,Urban,Brazil,3,3,Emotion,No,5,3,Yes,1
1852,21,Female,Master's,30k–60k,Suburban,Nigeria,1,3,Reason,Yes,5,2,No,0
1853,31,Male,High school,30k–60k,Urban,Nigeria,1,1,Emotion,No,2,1,No,0
1854,32,Female,Bachelor's,100k+,Urban,Brazil,3,3,Control,No,1,5,Yes,1
1855,31,Male,High school,60k–100k,Urban,USA,4,1,Emotion,No,3,5,Yes,1
1857,26,Male,Bachelor's,<30k,Urban,USA,1,4,Control,No,5,2,No,0
1858,24,Female,Master's,<30k,Suburban,India,4,1,Emotion,Yes,1,1,No,0
1859,50,Male,Bachelor's,<30k,Suburban,USA,2,2,Control,No,3,1,No,0
1860,20,Male,Master's,<30k,Urban,Canada,3,1,Control,No,4,4,No,0
1861,20,Female,Master's,<30k,Rural,Brazil,4,5,Emotion,Yes,3,5,No,0
1862,24,Male,Master's,30k–60k,Urban,India,2,2,Emotion,No,4,3,No,0
1865,27,Male,High school,<30k,Rural,USA,3,2,Reason,No,5,2,No,0
1866,43,Female,Bachelor's,100k+,Urban,Brazil,2,4,Control,No,4,2,Yes,1
1867,36,Female,Master's,<30k,Urban,UK,4,3,Reason,No,1,5,Yes,1
1868,30,Female,High school,60k–100k,Urban,USA,4,5,Reason,No,5,5,Yes,1
1869,31,Female,Master's,100k+,Urban,UK,3,5,Emotion,Yes,5,2,Yes,1
1870,19,Female,Doctorate,<30k,Urban,Canada,3,1,Control,No,1,2,Yes,1
1871,32,Female,Bachelor's,60k–100k,Suburban,Other,4,4,Emotion,No,4,5,No,0
1872,25,Female,Bachelor's,<30k,Rural,India,3,2,Control,No,5,1,No,0
1873,36,Male,High school,100k+,Urban,India,4,2,Emotion,No,2,3,Yes,1
