id,age,gender,education_level,income_bracket,urbanicity,country,trust_vaccine,concern_side_effects
1552,34,Male,High school,<30k,Suburban,Nigeria,4,2
1553,23,Female,Bachelor's,30k–60k,Suburban,India,2,1
1554,32,Female,Bachelor's,100k+,Suburban,Nigeria,2,5
1555,47,Male,Master's,60k–100k,Rural,USA,2,1
1556,43,Female,Master's,30k–60k,Urban,UK,4,1
1557,79,Male,Master's,<30k,Urban,Nigeria,4,5
1558,78,Male,Master's,<30k,Urban,Nigeria,3,4
1559,32,Female,Bachelor's,<30k,Rural,USA,2,4
1560,29,Female,High school,100k+,Rural,Nigeria,1,2
1561,19,Female,Master's,60k–100k,Urban,UK,3,4
1562,32,Male,Bachelor's,<30k,Urban,Brazil,2,5
1563,27,Male,High school,<30k,Urban,Nigeria,3,5
1564,34,Female,High school,<30k,Urban,USA,2,2
1565,21,Female,Bachelor's,30k–60k,Rural,India,2,4
1566,63,Female,High school,60k–100k,Urban,UK,2,1
1567,27,Male,High school,30k–60k,Rural,USA,2,2
1568,29,Female,Master's,<30k,Rural,Brazil,5,3
1569,27,Female,High school,<30k,Suburban,Nigeria,3,3
1570,40,Female,Doctorate,100k+,Urban,Canada,3,3
1571,28,Female,Bachelor's,30k–60k,Urban,India,3,3
1572,48,Male,High school,30k–60k,Suburban,Other,4,2
1573,37,Female,High school,60k–100k,Suburban,Nigeria,2,3
1574,34,Female,Bachelor's,100k+,Urban,India,5,4
1575,23,Female,High school,<30k,Rural,USA,4,3
1576,27,Male,Bachelor's,30k–60k,Suburban,India,5,1
1577,19,Male,High school,<30k,Rural,Nigeria,2,4
1578,46,Female,Bachelor's,60k–100k,Rural,Nigeria,4,2
1579,31,Male,High school,<30k,Suburban,UK,4,5
1580,48,Male,Bachelor's,<30k,Rural,India,3,2
1581,28,Female,Doctorate,<30k,Suburban,USA,2,5
1582,47,Male,Bachelor's,30k–60k,Suburban,Nigeria,4,1
1583,23,Male,Doctorate,100k+,Urban,India,3,2
1584,53,Female,Bachelor's,100k+,Urban,Canada,1,2
1585,31,Male,High school,100k+,Urban,Other,4,2
1586,40,Male,Bachelor's,30k–60k,Urban,USA,3,2
1587,41,Female,Bachelor's,60k–100k,Suburban,India,5,3
1588,59,Male,Bachelor's,100k+,Suburban,UK,4,2
1589,33,Female,Master's,100k+,Suburban,USA,2,1
1590,30,Male,Bachelor's,30k–60k,Suburban,Brazil,3,1
1591,47,Female,Bachelor's,30k–60k,Suburban,UK,3,3
1592,41,Female,High school,30k–60k,Suburban,India,5,5
1593,30,Male,Master's,<30k,Urban,USA,2,3
1594,47,Female,High school,30k–60k,Urban,USA,3,5
1595,58,Male,High school,<30k,Urban,Canada,1,4
1596,21,Female,High school,60k–100k,Urban,USA,1,4
1597,30,Female,Bachelor's,30k–60k,Urban,India,4,2
1598,28,Female,Bachelor's,100k+,Urban,USA,3,2
1599,61,Female,Doctorate,30k–60k,Urban,USA,1,3
1600,27,Male,Doctorate,30k–60k,Suburban,USA,5,3
1601,22,Male,High school,30k–60k,Urban,Brazil,5,3
1602,35,Female,High school,100k+,Suburban,India,2,4
1603,20,Male,High school,30k–60k,Urban,India,4,2
1604,47,Male,Bachelor's,100k+,Rural,Brazil,1,2
1605,58,Female,Bachelor's,60k–100k,Urban,Nigeria,5,1
1606,39,Non-binary,Master's,100k+,Rural,Brazil,2,1
1607,23,Male,High school,100k+,Urban,USA,2,3
1608,55,Male,High school,100k+,Urban,UK,3,3
1609,37,Male,Bachelor's,100k+,Suburban,Nigeria,2,2
1610,21,Female,Master's,30k–60k,Suburban,Nigeria,4,3
1611,43,Male,Master's,30k–60k,Urban,UK,4,2
1612,35,Male,Bachelor's,<30k,Suburban,India,2,3
1613,38,Female,High school,<30k,Urban,USA,3,3
1614,42,Female,Bachelor's,100k+,Urban,Brazil,4,5
1615,47,Male,High school,30k–60k,Suburban,UK,2,5
1616,32,Male,Bachelor's,100k+,Rural,India,3,1
1617,52,Female,Bachelor's,30k–60k,Urban,Canada,4,4
1618,35,Male,Master's,100k+,Urban,India,4,1
1619,30,Male,High school,30k–60k,Suburban,India,4,2
1620,38,Female,Bachelor's,30k–60k,Suburban,UK,5,4
1621,23,Female,High school,<30k,Urban,India,2,3
1622,71,Female,Master's,30k–60k,Rural,Brazil,5,3
1623,38,Male,High school,<30k,Suburban,USA,3,4
1624,18,Female,Bachelor's,100k+,Urban,India,1,2
1625,32,Female,High school,<30k,Suburban,USA,5,2
1626,36,Male,Master's,60k–100k,Rural,USA,4,4
1627,34,Male,Master's,60k–100k,Suburban,Other,2,3
1628,35,Female,Master's,100k+,Suburban,Canada,1,1
1629,62,Male,Doctorate,60k–100k,Urban,UK,4,4
1630,49,Male,Master's,<30k,Urban,Brazil,3,3
1631,53,Female,Bachelor's,60k–100k,Urban,Nigeria,5,3
1632,41,Female,Doctorate,<30k,Urban,Other,3,2
1633,43,Male,High school,100k+,Urban,USA,4,1
1634,27,Male,Bachelor's,<30k,Urban,Canada,1,5
1635,43,Male,Bachelor's,30k–60k,Suburban,UK,3,1
1636,68,Female,Master's,<30k,Rural,India,4,2
1637,47,Non-binary,Master's,<30k,Rural,UK,4,3
1638,25,Female,Bachelor's,60k–100k,Urban,UK,3,4
1639,48,Male,High school,<30k,Urban,UK,1,4
1640,43,Male,Master's,60k–100k,Suburban,UK,3,1
1641,21,Female,Bachelor's,<30k,Urban,India,4,2
1642,28,Female,Master's,<30k,Suburban,India,4,4
1643,42,Female,Master's,30k–60k,Suburban,Brazil,3,2
1644,20,Male,Doctorate,<30k,Urban,India,5,1
1645,50,Male,Master's,<30k,Urban,USA,3,2
1646,19,Male,High school,<30k,Urban,Nigeria,2,3
1647,32,Female,Master's,100k+,Rural,Brazil,5,5
1648,37,Female,Bachelor's,60k–100k,Rural,USA,5,5
1649,52,Female,Master's,100k+,Urban,India,5,4
1650,30,Female,High school,30k–60k,Rural,Nigeria,1,3
1651,33,Female,High school,30k–60k,Urban,USA,1,4
1652,29,Female,Doctorate,100k+,Suburban,Nigeria,1,3
1653,30,Female,Doctorate,<30k,Urban,Nigeria,1,3
1654,61,Female,High school,<30k,Urban,Canada,4,5
1655,42,Male,High school,60k–100k,Rural,India,2,5
1656,29,Female,Master's,30k–60k,Urban,Brazil,5,4
1657,59,Female,Master's,<30k,Urban,Canada,4,4
1658,70,Non-binary,Bachelor's,30k–60k,Urban,India,4,4
1659,21,Female,Master's,<30k,Urban,Canada,5,1
1660,50,Male,High school,100k+,Suburban,Brazil,2,4
1661,24,Female,Bachelor's,<30k,Suburban,India,4,2
1662,55,Male,High school,30k–60k,Urban,Nigeria,2,2
1663,50,Non-binary,Master's,60k–100k,Urban,India,3,5
1664,22,Female,Bachelor's,<30k,Suburban,Canada,2,2
1665,51,Male,Bachelor's,30k–60k,Urban,USA,4,4
1666,20,Female,Master's,<30k,Rural,USA,4,4
1667,31,Female,Bachelor's,30k–60k,Suburban,USA,2,5
1668,30,Female,Bachelor's,<30k,Urban,India,4,5
1669,20,Male,Doctorate,<30k,Urban,India,2,1
1670,23,Female,Bachelor's,100k+,Suburban,USA,3,1
1671,33,Female,Bachelor's,60k–100k,Rural,USA,3,5
1672,60,Female,Master's,30k–60k,Urban,India,3,2
1673,24,Male,Master's,100k+,Urban,Other,3,1
1674,26,Female,Bachelor's,<30k,Urban,India,3,3
1675,55,Female,Master's,<30k,Suburban,USA,1,2
1676,20,Female,High school,60k–100k,Urban,Brazil,3,2
1677,24,Female,Bachelor's,30k–60k,Suburban,India,1,3
1678,43,Male,Master's,60k–100k,Urban,Brazil,3,4
1679,26,Female,Bachelor's,100k+,Suburban,India,5,3
1680,41,Female,Master's,<30k,Urban,India,2,4
1681,53,Female,Bachelor's,<30k,Urban,India,4,5
1682,57,Female,Master's,30k–60k,Urban,India,3,3
1683,23,Male,High school,30k–60k,Rural,India,2,3
1684,26,Male,High school,<30k,Urban,India,3,3
1685,43,Male,Master's,<30k,Suburban,USA,4,4
1686,63,Female,Bachelor's,30k–60k,Urban,India,3,4
1687,37,Female,Master's,60k–100k,Urban,Nigeria,3,4
1688,52,Male,Doctorate,<30k,Urban,USA,1,3
1689,42,Male,High school,60k–100k,Urban,Nigeria,4,2
1690,21,Female,Master's,<30k,Rural,USA,3,1
1691,22,Male,Master's,<30k,Rural,USA,3,3
1692,37,Male,Bachelor's,<30k,Suburban,Brazil,4,2
1693,20,Male,Bachelor's,60k–100k,Urban,USA,2,2
1694,33,Female,High school,<30k,Urban,India,2,4
1695,21,Female,Master's,60k–100k,Suburban,USA,2,1
1696,34,Female,High school,100k+,Suburban,USA,1,3
1697,48,Female,High school,100k+,Urban,India,3,4
1698,19,Male,High school,100k+,Suburban,Nigeria,3,3
1699,41,Female,Master's,30k–60k,Urban,Nigeria,1,3
1700,51,Male,Master's,<30k,Suburban,Other,5,3
1701,36,Male,High school,100k+,Suburban,India,3,2
1702,23,Female,High school,30k–60k,Urban,India,5,2
1703,34,Female,High school,30k–60k,Suburban,India,5,3
1704,70,Female,Master's,30k–60k,Urban,India,5,3
1705,19,Non-binary,Bachelor's,<30k,Rural,USA,3,3
1706,23,Male,High school,30k–60k,Urban,India,2,2
1707,42,Female,Bachelor's,100k+,Urban,USA,2,1
1708,27,Male,Bachelor's,<30k,Urban,India,5,3
1709,51,Male,Bachelor's,60k–100k,Urban,Nigeria,4,3
1710,46,Male,Master's,<30k,Urban,USA,5,2
1711,34,Male,Master's,<30k,Suburban,USA,4,4
1712,22,Male,Master's,30k–60k,Suburban,Nigeria,4,1
1713,30,Female,Bachelor's,<30k,Urban,India,2,3
1714,31,Male,High school,60k–100k,Urban,Brazil,4,3
1715,20,Female,High school,100k+,Suburban,USA,2,4
1716,60,Male,Master's,100k+,Rural,India,5,2
1717,39,Female,Bachelor's,100k+,Suburban,India,3,1
1718,29,Male,Bachelor's,30k–60k,Rural,Nigeria,1,4
1719,23,Female,Master's,<30k,Suburban,Brazil,3,3
1720,76,Female,Master's,<30k,Urban,USA,1,5
1721,28,Male,High school,30k–60k,Urban,India,4,4
1722,40,Female,Master's,<30k,Urban,USA,3,3
1723,29,Female,Master's,30k–60k,Suburban,Other,2,4
1724,22,Male,High school,<30k,Urban,Brazil,2,4
1725,46,Male,Doctorate,<30k,Urban,USA,2,5
1726,42,Female,Master's,<30k,Urban,Other,3,2
1727,60,Non-binary,Bachelor's,60k–100k,Urban,Nigeria,2,4
1728,31,Female,High school,100k+,Urban,Other,4,1
1729,20,Female,High school,<30k,Urban,Nigeria,3,2
1730,59,Male,Bachelor's,100k+,Suburban,UK,4,5
1731,77,Female,Bachelor's,100k+,Urban,UK,2,3
1732,62,Non-binary,Master's,<30k,Suburban,USA,4,2
1733,37,Male,High school,30k–60k,Urban,Brazil,4,4
1734,45,Female,Master's,30k–60k,Suburban,Nigeria,5,4
1735,47,Male,High school,30k–60k,Urban,Canada,2,4
1736,30,Female,Bachelor's,30k–60k,Urban,UK,1,4
1737,38,Female,High school,60k–100k,Urban,Brazil,4,4
1738,72,Male,High school,30k–60k,Suburban,Brazil,3,2
1739,59,Male,High school,60k–100k,Rural,UK,3,2
1740,36,Female,Bachelor's,30k–60k,Suburban,India,5,4
1741,27,Male,Bachelor's,100k+,Rural,Nigeria,4,2
1742,45,Female,Master's,<30k,Urban,Nigeria,3,5
1743,26,Male,Bachelor's,60k–100k,Urban,Canada,4,3
1744,58,Female,Master's,60k–100k,Urban,Nigeria,4,3
1745,21,Female,Bachelor's,30k–60k,Rural,Other,4,4
1746,26,Male,High school,<30k,Suburban,Nigeria,5,4
1747,56,Female,Master's,60k–100k,Urban,Brazil,4,3
1748,42,Female,Master's,30k–60k,Suburban,Brazil,1,2
1749,24,Male,Bachelor's,30k–60k,Urban,India,2,3
1750,63,Male,High school,<30k,Suburban,USA,4,5
1751,40,Female,Bachelor's,<30k,Urban,Brazil,1,1
1752,21,Male,Master's,60k–100k,Urban,Brazil,4,2
1753,51,Non-binary,Bachelor's,30k–60k,Urban,UK,2,2
1754,31,Female,High school,30k–60k,Urban,Brazil,2,5
1755,43,Female,Master's,<30k,Suburban,USA,3,2
1756,27,Non-binary,High school,<30k,Urban,USA,5,5
1757,21,Female,Master's,60k–100k,Urban,India,3,4
1758,61,Male,Master's,30k–60k,Urban,Brazil,3,3
1759,30,Female,High school,30k–60k,Suburban,India,5,4
1760,32,Male,Master's,100k+,Urban,Brazil,4,2
1761,32,Male,High school,30k–60k,Urban,USA,3,2
1762,30,Female,Bachelor's,30k–60k,Suburban,India,2,4
1763,37,Female,High school,<30k,Suburban,Canada,5,2
1764,30,Male,Bachelor's,<30k,Suburban,India,4,5
1765,50,Male,Master's,60k–100k,Urban,USA,3,2
1766,21,Non-binary,Doctorate,100k+,Rural,UK,2,1
1767,25,Female,Bachelor's,<30k,Suburban,India,1,5
1768,40,Female,Bachelor's,<30k,Urban,Brazil,5,3
1769,52,Male,Bachelor's,<30k,Rural,USA,3,2
1770,22,Male,Bachelor's,<30k,Suburban,Brazil,4,5
1771,65,Male,High school,60k–100k,Urban,Other,4,4
1772,29,Male,High school,30k–60k,Urban,Nigeria,2,3
1773,49,Female,High school,60k–100k,Rural,Nigeria,4,4
1774,24,Male,Bachelor's,30k–60k,Suburban,India,2,2
1775,26,Male,High school,100k+,Rural,USA,4,3
1776,59,Male,High school,100k+,Urban,USA,2,2
1777,19,Female,Bachelor's,<30k,Suburban,India,2,2
1778,22,Male,Bachelor's,<30k,Urban,USA,3,4
1779,29,Female,Bachelor's,<30k,Rural,USA,4,1
1780,34,Male,Doctorate,<30k,Urban,India,2,3
1781,36,Female,Bachelor's,60k–100k,Suburban,Brazil,3,5
1782,38,Male,Bachelor's,<30k,Urban,Brazil,3,1
1783,30,Male,Master's,30k–60k,Suburban,India,4,3
1784,32,Female,Bachelor's,<30k,Rural,USA,3,3
1785,34,Male,Master's,<30k,Urban,Nigeria,1,5
1786,38,Female,High school,30k–60k,Urban,India,1,1
1787,19,Female,Bachelor's,60k–100k,Suburban,India,1,1
1788,40,Non-binary,High school,60k–100k,Suburban,UK,2,2
1789,40,Female,High school,30k–60k,Urban,Canada,5,1
1790,20,Female,Master's,30k–60k,Suburban,Nigeria,1,5
1791,37,Male,Bachelor's,<30k,Suburban,Nigeria,2,3
1792,38,Female,Bachelor's,100k+,Suburban,Brazil,4,5
1793,57,Female,Bachelor's,<30k,Suburban,India,5,3
1794,23,Female,Bachelor's,100k+,Suburban,USA,2,4
1795,45,Male,High school,60k–100k,Urban,India,2,4
1796,38,Male,Bachelor's,<30k,Rural,Nigeria,3,4
1797,53,Male,Master's,<30k,Urban,UK,4,4
1798,66,Female,High school,30k–60k,Rural,USA,3,4
1799,19,Female,High school,<30k,Suburban,India,3,3
1800,31,Male,Bachelor's,<30k,Rural,Nigeria,4,5
1801,28,Female,Master's,30k–60k,Urban,Brazil,2,2
1802,74,Male,High school,60k–100k,Urban,USA,5,5
1803,29,Male,Bachelor's,<30k,Urban,Nigeria,1,3
1804,71,Female,Bachelor's,30k–60k,Urban,Brazil,3,4
1805,18,Female,Master's,<30k,Suburban,Canada,5,2
1806,44,Male,Master's,30k–60k,Urban,India,1,4
1807,57,Female,Master's,<30k,Urban,Nigeria,2,2
1808,43,Female,Master's,100k+,Urban,India,1,3
1809,37,Male,Master's,30k–60k,Urban,Nigeria,5,4
1810,52,Female,Master's,60k–100k,Urban,USA,2,4
1811,19,Female,Bachelor's,<30k,Urban,India,2,4
1812,18,Non-binary,Bachelor's,100k+,Suburban,USA,5,2
1813,20,Non-binary,Bachelor's,<30k,Suburban,Nigeria,4,1
1814,41,Male,Master's,<30k,Suburban,Nigeria,2,3
1815,38,Male,Master's,<30k,Suburban,Other,5,4
1816,54,Female,Bachelor's,100k+,Suburban,USA,1,4
1817,27,Male,Bachelor's,<30k,Urban,UK,1,3
1818,39,Female,Bachelor's,100k+,Suburban,USA,3,3
1819,38,Male,Bachelor's,30k–60k,Urban,Brazil,2,2
1820,22,Male,High school,30k–60k,Urban,USA,4,3
1821,59,Male,High school,100k+,Urban,India,2,2
1822,27,Female,High school,30k–60k,Suburban,India,1,2
1823,35,Female,High school,30k–60k,Rural,Nigeria,3,2
1824,36,Female,Bachelor's,<30k,Suburban,Other,1,4
1825,22,Female,High school,<30k,Urban,Brazil,4,4
1826,20,Male,Doctorate,30k–60k,Urban,Brazil,3,4
1827,62,Male,Master's,100k+,Suburban,Brazil,3,1
1828,20,Female,High school,100k+,Suburban,India,3,5
1829,79,Non-binary,Bachelor's,60k–100k,Suburban,India,1,2
1830,27,Female,Bachelor's,30k–60k,Rural,UK,2,3
1831,37,Female,Master's,30k–60k,Urban,USA,2,3
1832,42,Male,Bachelor's,30k–60k,Rural,USA,3,2
1833,44,Female,High school,<30k,Urban,India,2,2
1834,61,Male,Bachelor's,100k+,Urban,Other,2,3
1835,38,Female,High school,<30k,Suburban,USA,2,2
1836,30,Non-binary,Bachelor's,100k+,Rural,India,3,2
1837,30,Male,High school,<30k,Suburban,USA,1,2
1838,22,Male,Bachelor's,30k–60k,Suburban,UK,3,5
1839,37,Male,High school,30k–60k,Urban,USA,2,3
1840,36,Female,Bachelor's,<30k,Suburban,India,4,4
1841,31,Male,Master's,<30k,Rural,USA,2,3
1842,38,Female,Doctorate,30k–60k,Urban,USA,1,2
1843,48,Male,Bachelor's,<30k,Urban,India,4,4
1844,40,Male,Bachelor's,30k–60k,Rural,Nigeria,1,5
1845,28,Male,Bachelor's,30k–60k,Suburban,Other,3,3
1846,21,Male,Bachelor's,30k–60k,Suburban,UK,5,1
1847,25,Female,Master's,100k+,Urban,India,4,1
1848,21,Male,Bachelor's,60k–100k,Urban,USA,1,3
1849,22,Male,Bachelor's,30k–60k,Suburban,USA,4,3
1850,20,Male,Master's,100k+,Urban,Brazil,3,3
1851,56,Male,High school,100k+,Rural,Nigeria,4,2
1852,21,Female,Master's,30k–60k,Suburban,Nigeria,1,3
1853,31,Male,High school,30k–60k,Urban,Nigeria,1,1
1854,32,Female,Bachelor's,100k+,Urban,Brazil,3,3
1855,31,Male,High school,60k–100k,Urban,USA,4,1
1856,31,Female,Bachelor's,100k+,Rural,Brazil,5,5
1857,26,Male,Bachelor's,<30k,Urban,USA,1,4
1858,24,Female,Master's,<30k,Suburban,India,4,1
1859,50,Male,Bachelor's,<30k,Suburban,USA,2,2
1860,20,Male,Master's,<30k,Urban,Canada,3,1
1861,20,Female,Master's,<30k,Rural,Brazil,4,5
1862,24,Male,Master's,30k–60k,Urban,India,2,2
1863,29,Female,Master's,<30k,Urban,India,2,2
1864,20,Female,Master's,60k–100k,Rural,USA,4,4
1865,27,Male,High school,<30k,Rural,USA,3,2
1866,43,Female,Bachelor's,100k+,Urban,Brazil,2,4
1867,36,Female,Master's,<30k,Urban,UK,4,3
1868,30,Female,High school,60k–100k,Urban,USA,4,5
1869,31,Female,Master's,100k+,Urban,UK,3,5
1870,19,Female,Doctorate,<30k,Urban,Canada,3,1
1871,32,Female,Bachelor's,60k–100k,Suburban,Other,4,4
1872,25,Female,Bachelor's,<30k,Rural,India,3,2
1873,36,Male,High school,100k+,Urban,India,4,2
1874,38,Female,High school,30k–60k,Suburban,USA,2,1
1875,21,Male,Bachelor's,<30k,Urban,Nigeria,3,2
1876,39,Male,Master's,60k–100k,Urban,Canada,3,3
1877,53,Female,High school,30k–60k,Rural,Canada,3,4
1878,26,Female,Master's,100k+,Urban,Brazil,2,3
1879,46,Male,High school,30k–60k,Urban,India,2,4
1880,68,Female,Master's,60k–100k,Suburban,India,1,3
1881,24,Female,High school,30k–60k,Urban,Nigeria,2,1
1882,74,Female,Bachelor's,<30k,Urban,Brazil,3,1
1883,23,Female,High school,60k–100k,Urban,USA,2,2
1884,27,Male,Bachelor's,60k–100k,Suburban,India,2,4
1885,23,Male,Bachelor's,<30k,Urban,India,4,3
1886,57,Male,Master's,100k+,Urban,UK,2,4
1887,27,Female,Bachelor's,100k+,Suburban,Brazil,3,2
1888,22,Female,Bachelor's,<30k,Urban,UK,2,1
1889,60,Male,Bachelor's,60k–100k,Urban,Nigeria,2,4
1890,30,Female,Bachelor's,<30k,Urban,Brazil,4,2
1891,59,Male,High school,60k–100k,Urban,USA,3,3
1892,19,Male,High school,<30k,Rural,USA,2,4
1893,26,Female,Bachelor's,100k+,Suburban,India,3,4
1894,72,Male,Master's,<30k,Urban,USA,1,3
1895,77,Male,Master's,30k–60k,Urban,USA,2,2
1896,47,Female,Master's,60k–100k,Suburban,UK,5,1
1897,38,Male,Master's,60k–100k,Suburban,India,4,2
1898,21,Male,Master's,100k+,Suburban,USA,3,4
1899,21,Female,Master's,30k–60k,Urban,Nigeria,3,4
1900,25,Female,High school,60k–100k,Urban,India,5,4
1901,26,Male,Bachelor's,30k–60k,Suburban,India,4,3
1902,22,Female,Bachelor's,100k+,Urban,USA,3,3
1903,33,Non-binary,High school,30k–60k,Urban,USA,4,3
1904,34,Male,Master's,30k–60k,Urban,UK,4,1
1905,43,Male,High school,<30k,Suburban,Nigeria,3,1
1906,33,Male,Bachelor's,60k–100k,Urban,Brazil,2,4
1907,20,Male,Bachelor's,<30k,Suburban,USA,3,2
1908,32,Female,Bachelor's,60k–100k,Suburban,USA,3,4
1909,26,Male,Master's,<30k,Suburban,UK,2,1
1910,38,Female,Bachelor's,30k–60k,Suburban,Brazil,4,3
1911,49,Male,Bachelor's,60k–100k,Urban,Other,5,4
1912,18,Male,Bachelor's,60k–100k,Urban,India,2,3
1913,66,Male,Master's,100k+,Suburban,USA,5,5
1914,35,Male,Bachelor's,100k+,Suburban,India,2,4
1915,66,Female,High school,60k–100k,Urban,UK,4,2
1916,32,Male,High school,30k–60k,Suburban,India,3,1
1917,41,Non-binary,High school,<30k,Urban,India,4,5
1918,29,Male,High school,<30k,Urban,Nigeria,2,5
1919,22,Male,High school,<30k,Suburban,India,3,4
1920,37,Male,High school,100k+,Rural,USA,2,3
1921,18,Male,Master's,<30k,Urban,Nigeria,2,4
1922,25,Female,Bachelor's,<30k,Rural,India,2,4
1923,42,Female,Master's,<30k,Rural,India,3,3
1924,34,Female,Master's,<30k,Rural,USA,4,1
1925,20,Male,High school,<30k,Suburban,USA,3,2
1926,54,Female,Bachelor's,100k+,Suburban,Brazil,3,3
1927,33,Male,Bachelor's,100k+,Urban,India,5,5
1928,20,Male,High school,<30k,Suburban,India,4,2
1929,32,Female,Master's,<30k,Urban,India,5,2
1930,23,Male,Bachelor's,60k–100k,Suburban,USA,2,4
1931,41,Female,Master's,30k–60k,Urban,USA,4,2
1932,62,Female,Master's,30k–60k,Rural,UK,2,2
1933,22,Male,High school,<30k,Urban,USA,2,2
1934,79,Male,Bachelor's,30k–60k,Suburban,Canada,3,2
1935,19,Male,Bachelor's,<30k,Urban,USA,1,3
1936,56,Male,Master's,<30k,Urban,Canada,3,4
1937,28,Male,High school,60k–100k,Rural,USA,3,2
1938,37,Male,Master's,60k–100k,Rural,USA,3,5
1939,43,Female,High school,100k+,Urban,India,3,2
1940,75,Male,Bachelor's,<30k,Urban,USA,4,1
1941,62,Female,Bachelor's,100k+,Urban,Nigeria,2,3
1942,49,Male,Bachelor's,30k–60k,Suburban,UK,2,1
1943,27,Female,High school,60k–100k,Urban,Brazil,3,3
1944,18,Male,Bachelor's,<30k,Rural,Brazil,2,5
1945,76,Female,High school,<30k,Urban,Brazil,2,3
1946,34,Female,High school,<30k,Suburban,Brazil,2,5
1947,26,Female,Bachelor's,<30k,Urban,Canada,5,3
1948,43,Male,Master's,100k+,Urban,Brazil,2,1
1949,21,Male,High school,30k–60k,Suburban,USA,2,4
1950,49,Female,Doctorate,<30k,Urban,Other,4,4
1951,20,Female,Bachelor's,60k–100k,Suburban,India,4,3
1952,30,Male,High school,<30k,Suburban,Brazil,4,4
1953,41,Female,Bachelor's,<30k,Urban,India,3,2
1954,24,Male,Master's,100k+,Urban,India,3,3
1955,74,Female,Master's,<30k,Urban,Brazil,2,3
1956,29,Male,Master's,100k+,Urban,Canada,3,2
1957,19,Female,Bachelor's,30k–60k,Suburban,Nigeria,5,1
1958,24,Female,Bachelor's,<30k,Suburban,Nigeria,4,1
1959,19,Male,Master's,60k–100k,Urban,India,3,5
1960,43,Male,High school,100k+,Urban,UK,2,3
1961,33,Female,Bachelor's,60k–100k,Urban,USA,3,2
1962,58,Non-binary,Bachelor's,30k–60k,Urban,Other,3,3
1963,22,Female,Bachelor's,30k–60k,Suburban,USA,4,3
1964,57,Male,Bachelor's,60k–100k,Urban,USA,3,3
1965,34,Female,High school,<30k,Rural,India,2,3
1966,27,Female,High school,<30k,Rural,USA,1,3
1967,38,Female,Bachelor's,<30k,Rural,USA,4,3
1968,56,Male,Master's,<30k,Suburban,India,2,2
1969,53,Male,Doctorate,<30k,Suburban,UK,2,2
1970,27,Female,Master's,60k–100k,Suburban,USA,3,1
1971,31,Female,Bachelor's,<30k,Rural,India,2,4
1972,41,Female,Master's,<30k,Urban,Canada,2,3
1973,18,Female,Doctorate,30k–60k,Rural,USA,2,3
1974,41,Male,Bachelor's,60k–100k,Urban,USA,4,3
1975,28,Male,High school,100k+,Suburban,Nigeria,3,1
1976,67,Female,High school,30k–60k,Suburban,USA,3,3
1977,33,Female,Bachelor's,100k+,Urban,USA,2,1
1978,46,Female,Bachelor's,30k–60k,Suburban,Nigeria,3,2
1979,49,Male,Doctorate,100k+,Urban,USA,4,4
1980,29,Female,Master's,100k+,Suburban,UK,2,4
1981,78,Male,High school,100k+,Urban,Other,1,2
1982,22,Female,High school,100k+,Urban,Nigeria,5,2
1983,20,Female,Bachelor's,100k+,Suburban,USA,4,4
1984,27,Male,Master's,<30k,Suburban,USA,2,1
1985,51,Female,Master's,<30k,Urban,USA,3,2
1986,35,Male,Bachelor's,100k+,Suburban,USA,2,4
1987,28,Male,High school,<30k,Urban,India,2,4
1988,18,Male,Doctorate,60k–100k,Suburban,Nigeria,5,4
1989,59,Female,Bachelor's,30k–60k,Suburban,USA,1,5
1990,74,Male,Master's,<30k,Suburban,UK,5,3
1991,36,Male,High school,30k–60k,Urban,Brazil,2,1
1992,30,Female,High school,100k+,Rural,Brazil,3,2
1993,41,Female,Doctorate,<30k,Urban,UK,3,3
1994,68,Male,Doctorate,30k–60k,Rural,USA,2,3
1995,33,Male,Master's,100k+,Suburban,Nigeria,3,3
1996,37,Female,Bachelor's,60k–100k,Rural,India,3,1
1997,41,Male,Bachelor's,30k–60k,Urban,Nigeria,2,4
1998,27,Non-binary,Bachelor's,60k–100k,Rural,UK,3,4
1999,25,Female,High school,60k–100k,Rural,UK,2,3
2000,23,Male,Master's,<30k,Rural,USA,4,4
